case_id,condition,reference_label,ai_prediction,ai_confidence,ai_correct,clinician_initial,clinician_initial_confidence,initial_correct,ai_revealed,explanation_opened,clinician_final,clinician_final_confidence,final_correct,decision_switched,ai_agreement_final,decision_time_sec,synthetic
SIM-C00248,ai_plus_explanation,0,0,0.884,1,0,0.61,1,1,0,0,0.765,1,0,1,33.2,1
SIM-C00249,no_ai,3,3,0.99,1,3,0.719,1,0,0,3,0.719,1,0,1,30.9,1
SIM-C00250,no_ai,1,1,0.882,1,1,0.724,1,0,0,1,0.724,1,0,1,31.6,1
SIM-C00251,ai_prediction,2,2,0.738,1,2,0.906,1,1,0,2,0.99,1,0,1,46.6,1
SIM-C00252,ai_prediction,0,4,0.694,0,0,0.794,1,1,0,0,0.817,1,0,0,40.9,1
SIM-C00253,ai_plus_explanation,0,0,0.946,1,0,0.843,1,1,0,0,0.82,1,0,1,47.5,1
SIM-C00254,ai_prediction,0,0,0.805,1,0,0.802,1,1,0,0,0.916,1,0,1,31.1,1
SIM-C00255,ai_prediction,4,4,0.901,1,3,0.487,0,1,0,3,0.514,0,0,0,38.6,1
SIM-C00256,no_ai,0,4,0.676,0,0,0.816,1,0,0,0,0.816,1,0,0,43.1,1
SIM-C00257,ai_plus_explanation,0,0,0.64,1,0,0.914,1,1,0,0,0.915,1,0,1,24.1,1
SIM-C00258,ai_prediction,0,0,0.973,1,1,0.633,0,1,0,1,0.647,0,0,0,32.7,1
SIM-C00259,ai_plus_explanation,1,0,0.479,0,1,0.728,1,1,0,1,0.871,1,0,0,44.0,1
SIM-C00260,ai_plus_explanation,2,2,0.661,1,2,0.847,1,1,1,2,0.866,1,0,1,45.7,1
SIM-C00261,ai_prediction,2,2,0.917,1,2,0.637,1,1,0,2,0.618,1,0,1,27.7,1
SIM-C00262,ai_plus_explanation,4,1,0.645,0,4,0.628,1,1,1,4,0.643,1,0,0,60.4,1
SIM-C00263,ai_prediction,0,0,0.772,1,0,0.778,1,1,0,0,0.836,1,0,1,42.3,1
SIM-C00264,no_ai,3,3,0.928,1,0,0.722,0,0,0,0,0.722,0,0,0,19.7,1
SIM-C00265,no_ai,0,0,0.771,1,3,0.716,0,0,0,3,0.716,0,0,0,24.6,1
SIM-C00266,ai_plus_explanation,2,2,0.76,1,2,0.674,1,1,0,2,0.671,1,0,1,32.5,1
SIM-C00267,ai_prediction,1,1,0.787,1,3,0.728,0,1,0,3,0.85,0,0,0,50.3,1
SIM-C00268,ai_prediction,0,1,0.515,0,2,0.742,0,1,0,1,0.803,0,1,1,39.8,1
SIM-C00269,no_ai,0,0,0.975,1,1,0.836,0,0,0,1,0.836,0,0,0,36.2,1
SIM-C00270,no_ai,0,0,0.722,1,0,0.641,1,0,0,0,0.641,1,0,1,31.8,1
SIM-C00271,ai_plus_explanation,0,0,0.804,1,0,0.883,1,1,0,0,0.939,1,0,1,37.6,1
SIM-C00272,ai_prediction,1,0,0.451,0,3,0.553,0,1,0,0,0.661,0,1,1,35.4,1
SIM-C00273,ai_plus_explanation,2,2,0.713,1,2,0.92,1,1,0,2,0.99,1,0,1,33.1,1
SIM-C00274,ai_plus_explanation,3,2,0.639,0,2,0.621,0,1,1,2,0.488,0,0,1,45.7,1
SIM-C00275,no_ai,0,0,0.791,1,4,0.578,0,0,0,4,0.578,0,0,0,29.9,1
SIM-C00276,ai_plus_explanation,4,4,0.949,1,4,0.758,1,1,0,4,0.812,1,0,1,37.6,1
SIM-C00277,ai_prediction,0,4,0.542,0,0,0.959,1,1,0,0,0.99,1,0,0,50.7,1
SIM-C00278,no_ai,0,4,0.675,0,1,0.579,0,0,0,1,0.579,0,0,0,19.7,1
SIM-C00279,no_ai,0,0,0.806,1,0,0.619,1,0,0,0,0.619,1,0,1,19.5,1
SIM-C00280,ai_prediction,0,0,0.99,1,1,0.705,0,1,0,1,0.712,0,0,0,11.4,1
SIM-C00281,ai_prediction,0,2,0.641,0,1,0.679,0,1,0,2,0.726,0,1,1,35.3,1
SIM-C00282,ai_plus_explanation,0,2,0.695,0,0,0.616,1,1,1,2,0.72,0,1,1,43.5,1
SIM-C00283,ai_prediction,0,0,0.854,1,0,0.725,1,1,0,0,0.753,1,0,1,45.5,1
SIM-C00284,no_ai,1,1,0.921,1,1,0.633,1,0,0,1,0.633,1,0,1,36.4,1
SIM-C00285,ai_plus_explanation,0,0,0.779,1,0,0.662,1,1,1,0,0.7,1,0,1,48.1,1
SIM-C00286,ai_prediction,3,1,0.625,0,1,0.545,0,1,0,1,0.604,0,0,1,41.8,1
SIM-C00287,ai_plus_explanation,0,0,0.753,1,0,0.825,1,1,1,0,0.892,1,0,1,48.0,1
SIM-C00288,ai_plus_explanation,0,0,0.805,1,0,0.667,1,1,0,0,0.717,1,0,1,34.5,1
SIM-C00289,ai_prediction,3,0,0.817,0,2,0.685,0,1,0,2,0.794,0,0,0,47.2,1
SIM-C00290,ai_prediction,0,0,0.848,1,0,0.796,1,1,0,0,0.807,1,0,1,22.2,1
SIM-C00291,ai_prediction,2,2,0.83,1,2,0.559,1,1,0,2,0.652,1,0,1,39.8,1
SIM-C00292,no_ai,4,4,0.874,1,3,0.65,0,0,0,3,0.65,0,0,0,38.5,1
SIM-C00293,ai_prediction,0,0,0.82,1,0,0.586,1,1,0,0,0.665,1,0,1,38.4,1
SIM-C00294,ai_plus_explanation,0,0,0.774,1,0,0.764,1,1,0,0,0.811,1,0,1,39.1,1
SIM-C00295,no_ai,2,2,0.874,1,2,0.895,1,0,0,2,0.895,1,0,1,34.7,1
SIM-C00296,ai_prediction,0,0,0.932,1,0,0.873,1,1,0,0,0.967,1,0,1,39.9,1
SIM-C00297,ai_plus_explanation,1,4,0.503,0,3,0.576,0,1,0,4,0.701,0,1,1,26.5,1
SIM-C00298,ai_plus_explanation,0,0,0.725,1,0,0.49,1,1,0,0,0.52,1,0,1,21.9,1
SIM-C00299,ai_plus_explanation,2,3,0.563,0,2,0.99,1,1,1,2,0.99,1,0,0,49.2,1
SIM-C00300,ai_prediction,4,4,0.99,1,3,0.558,0,1,0,3,0.625,0,0,0,26.5,1
SIM-C00301,no_ai,0,0,0.942,1,0,0.703,1,0,0,0,0.703,1,0,1,34.9,1
SIM-C00302,no_ai,0,0,0.736,1,0,0.888,1,0,0,0,0.888,1,0,1,34.6,1
SIM-C00303,ai_plus_explanation,2,2,0.901,1,4,0.586,0,1,0,4,0.672,0,0,0,34.3,1
SIM-C00304,no_ai,0,0,0.755,1,0,0.707,1,0,0,0,0.707,1,0,1,29.7,1
SIM-C00305,ai_plus_explanation,0,0,0.99,1,0,0.755,1,1,1,0,0.819,1,0,1,64.3,1
SIM-C00306,no_ai,2,2,0.8,1,2,0.401,1,0,0,2,0.401,1,0,1,39.0,1
SIM-C00307,ai_prediction,0,2,0.615,0,0,0.873,1,1,0,2,0.955,0,1,1,47.5,1
SIM-C00308,ai_prediction,1,1,0.812,1,1,0.662,1,1,0,1,0.692,1,0,1,26.4,1
SIM-C00309,no_ai,2,2,0.891,1,2,0.837,1,0,0,2,0.837,1,0,1,21.2,1
SIM-C00310,no_ai,0,4,0.504,0,0,0.88,1,0,0,0,0.88,1,0,0,39.8,1
SIM-C00311,no_ai,0,0,0.841,1,0,0.861,1,0,0,0,0.861,1,0,1,21.0,1
SIM-C00312,ai_prediction,0,4,0.579,0,3,0.648,0,1,0,3,0.695,0,0,0,42.5,1
SIM-C00313,no_ai,3,3,0.679,1,3,0.789,1,0,0,3,0.789,1,0,1,34.6,1
SIM-C00314,ai_plus_explanation,0,0,0.745,1,0,0.582,1,1,1,0,0.667,1,0,1,49.5,1
SIM-C00315,no_ai,2,2,0.727,1,2,0.593,1,0,0,2,0.593,1,0,1,42.4,1
SIM-C00316,no_ai,2,2,0.761,1,2,0.945,1,0,0,2,0.945,1,0,1,36.3,1
SIM-C00317,no_ai,0,0,0.905,1,1,0.46,0,0,0,1,0.46,0,0,0,35.1,1
SIM-C00318,ai_prediction,4,4,0.926,1,0,0.675,0,1,0,4,0.8,1,1,1,29.5,1
SIM-C00319,ai_prediction,0,0,0.911,1,0,0.99,1,1,0,0,0.99,1,0,1,31.8,1
SIM-C00320,no_ai,0,0,0.764,1,0,0.735,1,0,0,0,0.735,1,0,1,23.0,1
SIM-C00321,ai_prediction,4,4,0.836,1,4,0.883,1,1,0,4,0.916,1,0,1,44.4,1
SIM-C00322,ai_prediction,0,0,0.714,1,0,0.806,1,1,0,0,0.817,1,0,1,45.0,1
SIM-C00323,no_ai,2,2,0.726,1,2,0.794,1,0,0,2,0.794,1,0,1,27.0,1
SIM-C00324,ai_prediction,3,3,0.772,1,3,0.99,1,1,0,3,0.99,1,0,1,29.4,1
SIM-C00325,ai_prediction,3,3,0.948,1,1,0.504,0,1,0,1,0.573,0,0,0,43.8,1
SIM-C00326,ai_plus_explanation,3,3,0.787,1,3,0.637,1,1,0,3,0.714,1,0,1,36.3,1
SIM-C00327,ai_plus_explanation,2,2,0.772,1,1,0.762,0,1,0,2,0.832,1,1,1,26.6,1
SIM-C00328,no_ai,4,4,0.885,1,4,0.787,1,0,0,4,0.787,1,0,1,32.8,1
SIM-C00329,no_ai,0,0,0.735,1,0,0.682,1,0,0,0,0.682,1,0,1,28.8,1
SIM-C00330,ai_plus_explanation,4,1,0.554,0,4,0.82,1,1,1,4,0.872,1,0,0,60.1,1
SIM-C00331,no_ai,1,1,0.748,1,1,0.99,1,0,0,1,0.99,1,0,1,31.9,1
SIM-C00332,no_ai,0,0,0.835,1,0,0.739,1,0,0,0,0.739,1,0,1,41.3,1
SIM-C00333,ai_prediction,1,1,0.939,1,1,0.631,1,1,0,1,0.705,1,0,1,53.1,1
SIM-C00334,ai_prediction,0,0,0.671,1,0,0.674,1,1,0,0,0.701,1,0,1,33.2,1
SIM-C00335,ai_plus_explanation,0,1,0.614,0,0,0.884,1,1,1,1,0.99,0,1,1,57.5,1
SIM-C00336,ai_plus_explanation,0,0,0.816,1,0,0.834,1,1,0,0,0.892,1,0,1,31.3,1
SIM-C00337,no_ai,3,3,0.912,1,3,0.66,1,0,0,3,0.66,1,0,1,23.0,1
SIM-C00338,ai_plus_explanation,0,0,0.918,1,0,0.709,1,1,0,0,0.7,1,0,1,38.5,1
SIM-C00339,ai_plus_explanation,3,2,0.646,0,3,0.759,1,1,0,3,0.847,1,0,0,50.2,1
SIM-C00340,ai_prediction,2,2,0.764,1,0,0.717,0,1,0,0,0.755,0,0,0,36.4,1
SIM-C00341,ai_plus_explanation,0,0,0.99,1,0,0.791,1,1,0,0,0.892,1,0,1,38.3,1
SIM-C00342,no_ai,2,2,0.952,1,2,0.532,1,0,0,2,0.532,1,0,1,36.5,1
SIM-C00343,ai_prediction,0,0,0.891,1,3,0.813,0,1,0,0,0.957,1,1,1,34.2,1
SIM-C00344,ai_prediction,1,1,0.824,1,0,0.623,0,1,0,1,0.697,1,1,1,33.1,1
SIM-C00345,no_ai,0,1,0.35,0,0,0.677,1,0,0,0,0.677,1,0,0,36.5,1
SIM-C00346,ai_plus_explanation,2,1,0.776,0,0,0.71,0,1,1,1,0.799,0,1,1,47.9,1
SIM-C00347,ai_prediction,0,0,0.93,1,3,0.466,0,1,0,3,0.524,0,0,0,28.3,1
SIM-C00348,no_ai,0,0,0.752,1,3,0.521,0,0,0,3,0.521,0,0,0,31.6,1
SIM-C00349,ai_plus_explanation,0,1,0.616,0,0,0.863,1,1,1,1,0.905,0,1,1,49.6,1
SIM-C00350,no_ai,2,2,0.809,1,2,0.807,1,0,0,2,0.807,1,0,1,30.8,1
SIM-C00351,ai_plus_explanation,0,3,0.757,0,1,0.637,0,1,0,3,0.718,0,1,1,36.8,1
SIM-C00352,ai_plus_explanation,2,2,0.773,1,2,0.671,1,1,1,2,0.722,1,0,1,31.6,1
SIM-C00353,ai_plus_explanation,2,2,0.867,1,2,0.758,1,1,1,2,0.838,1,0,1,46.1,1
SIM-C00354,ai_prediction,1,1,0.935,1,1,0.822,1,1,0,1,0.895,1,0,1,29.0,1
SIM-C00355,ai_prediction,0,0,0.865,1,3,0.557,0,1,0,0,0.542,1,1,1,26.2,1
SIM-C00356,no_ai,0,0,0.89,1,3,0.348,0,0,0,3,0.348,0,0,0,28.6,1
SIM-C00357,ai_prediction,1,2,0.593,0,1,0.585,1,1,0,1,0.736,1,0,0,30.6,1
SIM-C00358,ai_prediction,4,4,0.876,1,4,0.626,1,1,0,4,0.636,1,0,1,29.9,1
SIM-C00359,ai_plus_explanation,4,0,0.713,0,1,0.61,0,1,1,0,0.631,0,1,1,51.2,1
SIM-C00360,no_ai,1,1,0.785,1,2,0.767,0,0,0,2,0.767,0,0,0,10.8,1
SIM-C00361,ai_prediction,2,2,0.903,1,3,0.819,0,1,0,2,0.924,1,1,1,37.5,1
SIM-C00362,ai_plus_explanation,0,0,0.788,1,0,0.766,1,1,1,0,0.809,1,0,1,43.9,1
SIM-C00363,no_ai,2,2,0.94,1,3,0.51,0,0,0,3,0.51,0,0,0,35.1,1
SIM-C00364,no_ai,0,0,0.834,1,0,0.99,1,0,0,0,0.99,1,0,1,13.1,1
SIM-C00365,ai_prediction,2,2,0.693,1,2,0.99,1,1,0,2,0.99,1,0,1,43.3,1
SIM-C00366,no_ai,1,1,0.874,1,1,0.777,1,0,0,1,0.777,1,0,1,32.4,1
SIM-C00367,ai_plus_explanation,1,1,0.766,1,1,0.8,1,1,1,1,0.802,1,0,1,42.9,1
SIM-C00368,ai_prediction,0,1,0.612,0,0,0.99,1,1,0,0,0.99,1,0,0,35.0,1
SIM-C00369,ai_prediction,0,2,0.638,0,0,0.99,1,1,0,2,0.99,0,1,1,37.0,1
SIM-C00370,ai_prediction,0,1,0.688,0,0,0.771,1,1,0,1,0.918,0,1,1,44.6,1
SIM-C00371,ai_prediction,3,3,0.694,1,0,0.434,0,1,0,3,0.569,1,1,1,39.8,1
SIM-C00372,ai_plus_explanation,0,0,0.76,1,0,0.99,1,1,1,0,0.975,1,0,1,39.2,1
SIM-C00373,ai_prediction,4,4,0.835,1,4,0.723,1,1,0,4,0.838,1,0,1,42.0,1
SIM-C00374,ai_plus_explanation,1,1,0.805,1,1,0.593,1,1,1,1,0.661,1,0,1,44.2,1
SIM-C00375,ai_plus_explanation,3,1,0.578,0,1,0.57,0,1,1,1,0.623,0,0,1,48.6,1
SIM-C00376,ai_prediction,2,2,0.875,1,2,0.951,1,1,0,2,0.99,1,0,1,49.6,1
SIM-C00377,ai_plus_explanation,1,1,0.843,1,1,0.642,1,1,1,1,0.668,1,0,1,60.8,1
SIM-C00378,ai_plus_explanation,0,0,0.872,1,0,0.762,1,1,0,0,0.839,1,0,1,37.2,1
SIM-C00379,ai_prediction,1,1,0.925,1,1,0.756,1,1,0,1,0.843,1,0,1,45.7,1
SIM-C00380,ai_plus_explanation,0,0,0.759,1,0,0.819,1,1,1,0,0.856,1,0,1,39.5,1
SIM-C00381,ai_prediction,4,3,0.804,0,1,0.901,0,1,0,1,0.99,0,0,0,44.0,1
SIM-C00382,ai_prediction,3,3,0.892,1,3,0.802,1,1,0,3,0.897,1,0,1,42.7,1
SIM-C00383,no_ai,3,3,0.821,1,3,0.657,1,0,0,3,0.657,1,0,1,28.3,1
SIM-C00384,ai_plus_explanation,2,2,0.832,1,0,0.678,0,1,1,0,0.792,0,0,0,39.5,1
SIM-C00385,ai_prediction,2,2,0.929,1,2,0.9,1,1,0,2,0.891,1,0,1,33.8,1
SIM-C00386,ai_prediction,0,2,0.685,0,0,0.742,1,1,0,0,0.745,1,0,0,27.4,1
SIM-C00387,no_ai,0,0,0.784,1,0,0.905,1,0,0,0,0.905,1,0,1,28.4,1
SIM-C00388,ai_prediction,0,1,0.543,0,0,0.648,1,1,0,0,0.711,1,0,0,38.6,1
SIM-C00389,no_ai,2,2,0.758,1,2,0.91,1,0,0,2,0.91,1,0,1,42.4,1
SIM-C00390,ai_plus_explanation,3,3,0.891,1,3,0.762,1,1,1,3,0.846,1,0,1,40.0,1
SIM-C00391,ai_plus_explanation,1,4,0.479,0,1,0.627,1,1,0,4,0.787,0,1,1,49.7,1
SIM-C00392,no_ai,2,3,0.652,0,3,0.659,0,0,0,3,0.659,0,0,1,27.8,1
SIM-C00393,ai_prediction,2,4,0.63,0,2,0.664,1,1,0,2,0.792,1,0,0,31.3,1
SIM-C00394,ai_plus_explanation,0,4,0.673,0,4,0.808,0,1,0,4,0.86,0,0,1,38.3,1
SIM-C00395,ai_prediction,0,0,0.817,1,1,0.6,0,1,0,1,0.641,0,0,0,47.0,1
SIM-C00396,ai_plus_explanation,0,0,0.747,1,3,0.474,0,1,1,3,0.471,0,0,0,46.9,1
SIM-C00397,ai_prediction,4,3,0.609,0,4,0.888,1,1,0,4,0.908,1,0,0,56.6,1
SIM-C00398,no_ai,2,2,0.82,1,2,0.806,1,0,0,2,0.806,1,0,1,50.2,1
SIM-C00399,no_ai,2,2,0.71,1,1,0.649,0,0,0,1,0.649,0,0,0,31.9,1
SIM-C00400,ai_plus_explanation,0,2,0.721,0,0,0.809,1,1,1,0,0.852,1,0,0,46.8,1
SIM-C00401,ai_prediction,0,0,0.99,1,3,0.553,0,1,0,0,0.642,1,1,1,49.1,1
SIM-C00402,ai_plus_explanation,0,0,0.843,1,0,0.64,1,1,1,0,0.717,1,0,1,46.0,1
SIM-C00403,no_ai,2,2,0.891,1,2,0.733,1,0,0,2,0.733,1,0,1,32.6,1
SIM-C00404,ai_prediction,0,0,0.681,1,1,0.745,0,1,0,1,0.745,0,0,0,25.6,1
SIM-C00405,ai_prediction,0,0,0.841,1,0,0.696,1,1,0,0,0.729,1,0,1,44.3,1
SIM-C00406,ai_plus_explanation,0,0,0.792,1,0,0.801,1,1,1,0,0.861,1,0,1,40.1,1
SIM-C00407,ai_prediction,4,4,0.739,1,4,0.748,1,1,0,4,0.896,1,0,1,20.1,1
SIM-C00408,no_ai,0,4,0.783,0,3,0.49,0,0,0,3,0.49,0,0,0,18.4,1
SIM-C00409,ai_prediction,4,4,0.609,1,4,0.934,1,1,0,4,0.99,1,0,1,38.7,1
SIM-C00410,ai_plus_explanation,3,3,0.616,1,3,0.648,1,1,0,3,0.63,1,0,1,39.0,1
SIM-C00411,no_ai,0,0,0.799,1,0,0.705,1,0,0,0,0.705,1,0,1,33.7,1
SIM-C00412,ai_plus_explanation,1,1,0.867,1,2,0.587,0,1,1,2,0.691,0,0,0,49.1,1
SIM-C00413,ai_prediction,0,0,0.789,1,2,0.706,0,1,0,2,0.751,0,0,0,27.2,1
SIM-C00414,no_ai,0,0,0.701,1,2,0.724,0,0,0,2,0.724,0,0,0,26.7,1
SIM-C00415,no_ai,0,0,0.623,1,0,0.65,1,0,0,0,0.65,1,0,1,16.6,1
SIM-C00416,no_ai,4,3,0.557,0,4,0.802,1,0,0,4,0.802,1,0,0,27.9,1
SIM-C00417,ai_prediction,2,2,0.83,1,2,0.767,1,1,0,2,0.861,1,0,1,52.7,1
SIM-C00418,ai_prediction,1,1,0.817,1,1,0.708,1,1,0,1,0.772,1,0,1,43.7,1
SIM-C00419,no_ai,0,0,0.906,1,0,0.578,1,0,0,0,0.578,1,0,1,28.5,1
SIM-C00420,ai_plus_explanation,3,3,0.713,1,1,0.596,0,1,1,3,0.713,1,1,1,55.0,1
SIM-C00421,ai_prediction,2,2,0.937,1,3,0.673,0,1,0,3,0.679,0,0,0,29.7,1
SIM-C00422,ai_prediction,0,2,0.684,0,0,0.787,1,1,0,0,0.732,1,0,0,36.9,1
SIM-C00423,ai_prediction,0,3,0.692,0,0,0.754,1,1,0,0,0.755,1,0,0,34.0,1
SIM-C00424,ai_prediction,2,4,0.74,0,2,0.783,1,1,0,2,0.826,1,0,0,36.5,1
SIM-C00425,no_ai,4,4,0.903,1,1,0.685,0,0,0,1,0.685,0,0,0,30.9,1
SIM-C00426,ai_plus_explanation,0,0,0.879,1,0,0.778,1,1,0,0,0.781,1,0,1,47.0,1
SIM-C00427,no_ai,0,0,0.796,1,0,0.624,1,0,0,0,0.624,1,0,1,30.9,1
SIM-C00428,no_ai,0,0,0.793,1,0,0.99,1,0,0,0,0.99,1,0,1,31.6,1
SIM-C00429,no_ai,0,0,0.907,1,4,0.617,0,0,0,4,0.617,0,0,0,19.5,1
SIM-C00430,ai_prediction,2,2,0.682,1,2,0.691,1,1,0,2,0.739,1,0,1,27.4,1
SIM-C00431,ai_plus_explanation,1,1,0.744,1,1,0.869,1,1,1,1,0.836,1,0,1,41.5,1
SIM-C00432,ai_plus_explanation,0,1,0.814,0,0,0.87,1,1,0,0,0.865,1,0,0,47.6,1
SIM-C00433,ai_prediction,2,2,0.704,1,2,0.853,1,1,0,2,0.927,1,0,1,33.6,1
SIM-C00434,ai_plus_explanation,0,0,0.921,1,0,0.822,1,1,1,0,0.914,1,0,1,42.8,1
SIM-C00435,ai_prediction,0,0,0.776,1,0,0.839,1,1,0,0,0.858,1,0,1,31.8,1
SIM-C00436,ai_plus_explanation,0,0,0.742,1,2,0.718,0,1,1,0,0.896,1,1,1,42.7,1
SIM-C00437,ai_prediction,2,2,0.923,1,2,0.99,1,1,0,2,0.99,1,0,1,37.1,1
SIM-C00438,ai_prediction,3,3,0.576,1,2,0.621,0,1,0,3,0.85,1,1,1,45.1,1
SIM-C00439,no_ai,0,0,0.643,1,3,0.772,0,0,0,3,0.772,0,0,0,35.7,1
SIM-C00440,no_ai,0,0,0.88,1,0,0.806,1,0,0,0,0.806,1,0,1,24.1,1
SIM-C00441,no_ai,0,0,0.718,1,0,0.897,1,0,0,0,0.897,1,0,1,23.6,1
SIM-C00442,ai_plus_explanation,2,1,0.689,0,3,0.693,0,1,1,3,0.775,0,0,0,57.3,1
SIM-C00443,no_ai,0,0,0.931,1,3,0.602,0,0,0,3,0.602,0,0,0,30.5,1
SIM-C00444,ai_prediction,1,1,0.688,1,1,0.892,1,1,0,1,0.984,1,0,1,26.3,1
SIM-C00445,ai_prediction,3,3,0.749,1,3,0.768,1,1,0,3,0.703,1,0,1,41.5,1
SIM-C00446,ai_plus_explanation,0,0,0.73,1,0,0.761,1,1,1,0,0.733,1,0,1,50.9,1
SIM-C00447,ai_plus_explanation,0,0,0.886,1,0,0.702,1,1,0,0,0.734,1,0,1,30.5,1
SIM-C00448,ai_prediction,0,0,0.853,1,0,0.594,1,1,0,0,0.698,1,0,1,45.8,1
SIM-C00449,ai_plus_explanation,4,4,0.789,1,4,0.625,1,1,1,4,0.693,1,0,1,41.0,1
SIM-C00450,ai_prediction,0,0,0.824,1,0,0.876,1,1,0,0,0.913,1,0,1,33.7,1
SIM-C00451,ai_prediction,0,0,0.756,1,0,0.827,1,1,0,0,0.793,1,0,1,44.0,1
SIM-C00452,ai_plus_explanation,0,0,0.934,1,0,0.691,1,1,1,0,0.825,1,0,1,48.5,1
SIM-C00453,ai_prediction,2,2,0.983,1,2,0.771,1,1,0,2,0.824,1,0,1,44.2,1
SIM-C00454,ai_prediction,0,0,0.783,1,1,0.807,0,1,0,1,0.84,0,0,0,24.1,1
SIM-C00455,ai_plus_explanation,1,1,0.751,1,2,0.449,0,1,0,1,0.601,1,1,1,33.1,1
SIM-C00456,no_ai,4,4,0.99,1,4,0.785,1,0,0,4,0.785,1,0,1,38.1,1
SIM-C00457,no_ai,2,2,0.949,1,0,0.852,0,0,0,0,0.852,0,0,0,40.6,1
SIM-C00458,no_ai,0,0,0.814,1,0,0.834,1,0,0,0,0.834,1,0,1,24.7,1
SIM-C00459,no_ai,0,3,0.453,0,0,0.595,1,0,0,0,0.595,1,0,0,40.1,1
SIM-C00460,ai_plus_explanation,0,0,0.78,1,0,0.919,1,1,0,0,0.99,1,0,1,27.6,1
SIM-C00461,ai_plus_explanation,0,0,0.817,1,1,0.716,0,1,1,1,0.83,0,0,0,41.8,1
SIM-C00462,no_ai,2,4,0.785,0,1,0.576,0,0,0,1,0.576,0,0,0,23.3,1
SIM-C00463,ai_plus_explanation,0,1,0.571,0,1,0.517,0,1,0,1,0.609,0,0,1,53.7,1
SIM-C00464,no_ai,0,0,0.807,1,0,0.86,1,0,0,0,0.86,1,0,1,36.0,1
SIM-C00465,no_ai,0,0,0.99,1,0,0.734,1,0,0,0,0.734,1,0,1,32.5,1
SIM-C00466,no_ai,4,4,0.928,1,4,0.729,1,0,0,4,0.729,1,0,1,35.5,1
SIM-C00467,ai_plus_explanation,0,0,0.65,1,2,0.649,0,1,1,0,0.794,1,1,1,38.5,1
SIM-C00468,ai_plus_explanation,0,0,0.783,1,3,0.574,0,1,1,0,0.732,1,1,1,33.4,1
SIM-C00469,ai_plus_explanation,0,0,0.99,1,0,0.767,1,1,1,0,0.87,1,0,1,28.2,1
SIM-C00470,ai_plus_explanation,2,4,0.687,0,1,0.503,0,1,1,4,0.612,0,1,1,48.0,1
SIM-C00471,no_ai,1,0,0.692,0,1,0.731,1,0,0,1,0.731,1,0,0,11.4,1
SIM-C00472,ai_prediction,3,3,0.716,1,3,0.871,1,1,0,3,0.898,1,0,1,40.8,1
SIM-C00473,ai_prediction,3,3,0.775,1,3,0.956,1,1,0,3,0.99,1,0,1,27.8,1
SIM-C00474,no_ai,0,0,0.866,1,0,0.795,1,0,0,0,0.795,1,0,1,36.2,1
SIM-C00475,ai_prediction,3,0,0.499,0,2,0.543,0,1,0,2,0.585,0,0,0,32.5,1
SIM-C00476,ai_plus_explanation,0,0,0.835,1,0,0.885,1,1,1,0,0.902,1,0,1,46.4,1
SIM-C00477,no_ai,0,0,0.783,1,1,0.477,0,0,0,1,0.477,0,0,0,29.6,1
SIM-C00478,no_ai,0,0,0.81,1,4,0.664,0,0,0,4,0.664,0,0,0,28.5,1
SIM-C00479,no_ai,1,1,0.745,1,1,0.706,1,0,0,1,0.706,1,0,1,30.3,1
SIM-C00480,ai_plus_explanation,0,0,0.877,1,0,0.803,1,1,0,0,0.878,1,0,1,38.8,1
SIM-C00481,ai_plus_explanation,0,4,0.642,0,0,0.761,1,1,0,4,0.871,0,1,1,41.4,1
SIM-C00482,no_ai,0,0,0.879,1,0,0.81,1,0,0,0,0.81,1,0,1,29.2,1
SIM-C00483,ai_plus_explanation,2,2,0.857,1,2,0.621,1,1,1,2,0.718,1,0,1,50.1,1
SIM-C00484,ai_plus_explanation,2,2,0.814,1,2,0.709,1,1,1,2,0.776,1,0,1,50.4,1
SIM-C00485,ai_prediction,3,3,0.798,1,3,0.658,1,1,0,3,0.659,1,0,1,44.8,1
SIM-C00486,ai_prediction,0,1,0.649,0,3,0.516,0,1,0,1,0.585,0,1,1,37.2,1
SIM-C00487,ai_plus_explanation,0,0,0.89,1,0,0.826,1,1,1,0,0.902,1,0,1,48.1,1
SIM-C00488,no_ai,2,2,0.873,1,2,0.947,1,0,0,2,0.947,1,0,1,20.2,1
SIM-C00489,no_ai,0,0,0.798,1,0,0.969,1,0,0,0,0.969,1,0,1,43.2,1
SIM-C00490,ai_prediction,2,2,0.723,1,0,0.642,0,1,0,0,0.703,0,0,0,51.6,1
SIM-C00491,no_ai,0,0,0.746,1,0,0.83,1,0,0,0,0.83,1,0,1,24.1,1
SIM-C00492,ai_prediction,0,0,0.684,1,0,0.972,1,1,0,0,0.99,1,0,1,42.4,1
SIM-C00493,ai_prediction,0,0,0.97,1,0,0.582,1,1,0,0,0.62,1,0,1,37.9,1
SIM-C00494,no_ai,2,2,0.834,1,4,0.514,0,0,0,4,0.514,0,0,0,40.3,1
SIM-C00495,ai_prediction,3,3,0.702,1,3,0.712,1,1,0,3,0.813,1,0,1,35.8,1
SIM-C00496,ai_plus_explanation,0,0,0.774,1,1,0.734,0,1,1,1,0.715,0,0,0,41.1,1
SIM-C00497,no_ai,0,4,0.573,0,0,0.608,1,0,0,0,0.608,1,0,0,21.0,1
